,price,close,high,low,open,volume
0,2006-05-16,1.3035999536514282,1.3145999908447266,1.3004000186920166,1.3108999729156494,0
1,2006-05-17,1.3167999982833862,1.3200000524520874,1.2942999601364136,1.3040000200271606,0
2,2006-05-18,1.308899998664856,1.3179999589920044,1.3028000593185425,1.3167999982833862,0
3,2006-05-19,1.3207000494003296,1.3279999494552612,1.3075000047683716,1.3091000318527222,0
4,2006-05-22,1.327299952507019,1.3385000228881836,1.3212000131607056,1.3212000131607056,0
5,2006-05-23,1.3315999507904053,1.3342000246047974,1.3166999816894531,1.32860004901886,0
6,2006-05-24,1.3278000354766846,1.3335000276565552,1.3229000568389893,1.3309999704360962,0
7,2006-05-25,1.3142000436782837,1.3307000398635864,1.312199950218201,1.3277000188827517,0
8,2006-05-26,1.319100022315979,1.3223999738693235,1.3141000270843506,1.3143999576568604,0
9,2006-05-29,1.3174999952316284,1.3202999830245972,1.3163000345230105,1.320099949836731,0
10,2006-05-30,1.3127000331878662,1.3205000162124634,1.3079999685287476,1.317199945449829,0
11,2006-05-31,1.3284000158309937,1.3305000066757202,1.3077000379562378,1.3125,0
12,2006-06-01,1.3371000289916992,1.3428000211715698,1.3278000354766846,1.32860004901886,0
13,2006-06-02,1.3314000368118286,1.341599941253662,1.3288999795913696,1.337499976158142,0
14,2006-06-05,1.336400032043457,1.3380999565124512,1.325600028038025,1.3322999477386477,0
15,2006-06-06,1.3487999439239502,1.3519999980926514,1.335800051689148,1.33650004863739,0
16,2006-06-07,1.347000002861023,1.352300047874451,1.3454999923706057,1.3489999771118164,0
17,2006-06-08,1.34660005569458,1.3499000072479248,1.339400053024292,1.347000002861023,0
18,2006-06-09,1.3323999643325806,1.348099946975708,1.3323999643325806,1.3467999696731567,0
19,2006-06-12,1.347000002861023,1.347000002861023,1.3335000276565552,1.33650004863739,0
20,2006-06-13,1.3557000160217283,1.3566999435424805,1.3423000574111938,1.346400022506714,0
21,2006-06-14,1.3553999662399292,1.360700011253357,1.3496999740600586,1.3560999631881714,0
22,2006-06-15,1.34660005569458,1.3573999404907229,1.345900058746338,1.356899976730347,0
23,2006-06-16,1.3523999452590942,1.3553999662399292,1.3431999683380127,1.3468999862670898,0
24,2006-06-19,1.357800006866455,1.358299970626831,1.3533999919891355,1.3559000492095947,0
25,2006-06-20,1.3557000160217283,1.3580000400543213,1.3502999544143677,1.3575999736785889,0
26,2006-06-21,1.3538999557495115,1.3615000247955322,1.3503999710083008,1.3557000160217283,0
27,2006-06-22,1.3631000518798828,1.3650000095367432,1.3479000329971311,1.3530000448226929,0
28,2006-06-23,1.3660999536514282,1.368299961090088,1.3600000143051147,1.3628000020980835,0
29,2006-06-26,1.364400029182434,1.3705999851226809,1.3632999658584597,1.367400050163269,0
30,2006-06-27,1.3665000200271606,1.3667000532150269,1.3600000143051147,1.364300012588501,0
31,2006-06-28,1.3716000318527222,1.3741999864578247,1.364300012588501,1.3662999868392944,0
32,2006-06-29,1.3523999452590942,1.3741999864578247,1.35099995136261,1.3717000484466553,0
33,2006-06-30,1.3463000059127808,1.3535000085830688,1.3418999910354614,1.3525999784469604,0
34,2006-07-03,1.3463000059127808,1.3487999439239502,1.340499997138977,1.3457000255584717,0
35,2006-07-04,1.3444000482559204,1.3467999696731567,1.3385000228881836,1.3460999727249146,0
36,2006-07-05,1.3479000329971311,1.3508000373840332,1.3380000591278076,1.3438999652862549,0
37,2006-07-06,1.340999960899353,1.3492000102996826,1.3382999897003174,1.3479000329971311,0
38,2006-07-07,1.329800009727478,1.3414000272750854,1.3281999826431274,1.3407000303268433,0
39,2006-07-10,1.3380000591278076,1.339900016784668,1.3284000158309937,1.3307000398635864,0
40,2006-07-11,1.32860004901886,1.3387000560760498,1.3271000385284424,1.3380999565124512,0
41,2006-07-12,1.3284000158309937,1.3308000564575195,1.3235000371932983,1.3289999961853027,0
42,2006-07-13,1.3270000219345093,1.3300000429153442,1.3217999935150146,1.32860004901886,0
43,2006-07-14,1.3253999948501587,1.335800051689148,1.3249000310897827,1.3271000385284424,0
44,2006-07-17,1.3371000289916992,1.3382999897003174,1.326799988746643,1.3270000219345093,0
45,2006-07-18,1.3387000560760498,1.3427000045776367,1.3278000354766846,1.3371000289916992,0
46,2006-07-19,1.3322999477386477,1.3496999740600586,1.3308000564575195,1.3388999700546265,0
47,2006-07-20,1.3322999477386477,1.3345999717712402,1.3278000354766846,1.3325999975204468,0
48,2006-07-21,1.325899958610535,1.3344999551773071,1.3244999647140503,1.3319000005722046,0
49,2006-07-24,1.3270000219345093,1.3322999477386477,1.3242000341415403,1.3295999765396118,0
50,2006-07-25,1.3271000385284424,1.329800009727478,1.3216999769210815,1.3271000385284424,0
51,2006-07-26,1.3143999576568604,1.3281999826431274,1.312000036239624,1.3271000385284424,0
52,2006-07-27,1.3107999563217163,1.314900040626526,1.305299997329712,1.3148000240325928,0
53,2006-07-28,1.3042999505996704,1.3158999681472778,1.3006000518798828,1.3106000423431396,0
54,2006-07-31,1.3056999444961548,1.3075000047683716,1.3034000396728516,1.3046000003814695,0
55,2006-08-01,1.3071999549865725,1.315400004386902,1.3046000003814695,1.3056999444961548,0
56,2006-08-02,1.3078999519348145,1.309399962425232,1.301699995994568,1.3070000410079956,0
57,2006-08-03,1.3136999607086182,1.3167999982833862,1.3068000078201294,1.3077000379562378,0
58,2006-08-04,1.3062000274658203,1.3170000314712524,1.3034000396728516,1.3136999607086182,0
59,2006-08-07,1.3099000453948977,1.312199950218201,1.3041000366210938,1.3049999475479126,0
60,2006-08-08,1.3193999528884888,1.3205000162124634,1.3086999654769895,1.310099959373474,0
61,2006-08-09,1.3056999444961548,1.3214000463485718,1.3040000200271606,1.3198000192642212,0
62,2006-08-10,1.301200032234192,1.3056999444961548,1.2964999675750732,1.305500030517578,0
63,2006-08-11,1.3040000200271606,1.30649995803833,1.298699975013733,1.3006999492645264,0
64,2006-08-14,1.3157999515533447,1.3170000314712524,1.301900029182434,1.304800033569336,0
65,2006-08-15,1.3068000078201294,1.3177000284194946,1.305999994277954,1.315999984741211,0
66,2006-08-16,1.3006999492645264,1.3105000257492063,1.2984000444412231,1.3071999549865725,0
67,2006-08-17,1.3127000331878662,1.3150999546051023,1.3006999492645264,1.3008999824523926,0
68,2006-08-18,1.314900040626526,1.321499943733215,1.312000036239624,1.3127000331878662,0
69,2006-08-21,1.3115999698638916,1.31850004196167,1.3078999519348145,1.3177000284194946,0
70,2006-08-22,1.3114999532699585,1.3135000467300415,1.3092000484466553,1.312199950218201,0
71,2006-08-23,1.3118000030517578,1.3122999668121338,1.3037999868392944,1.3114999532699585,0
72,2006-08-24,1.3135000467300415,1.315400004386902,1.3077000379562378,1.3115999698638916,0
73,2006-08-25,1.3193999528884888,1.323799967765808,1.3128999471664429,1.3134000301361084,0
74,2006-08-28,1.316499948501587,1.321499943733215,1.3157999515533447,1.3205000162124634,0
75,2006-08-29,1.3092000484466553,1.317199945449829,1.3078999519348145,1.3167999982833862,0
76,2006-08-30,1.3086999654769895,1.3128999471664429,1.30649995803833,1.3091000318527222,0
77,2006-08-31,1.310099959373474,1.3134000301361084,1.3071999549865725,1.3092000484466553,0
78,2006-09-01,1.3033000230789185,1.3106000423431396,1.3030999898910522,1.3102999925613403,0
79,2006-09-04,1.2971999645233154,1.302299976348877,1.295300006866455,1.301200032234192,0
80,2006-09-05,1.2984000444412231,1.3006000518798828,1.295300006866455,1.2971999645233154,0
81,2006-09-06,1.3034000396728516,1.3068000078201294,1.2968000173568726,1.2984999418258667,0
82,2006-09-07,1.3184000253677368,1.3188999891281128,1.30239999294281,1.3034000396728516,0
83,2006-09-08,1.325899958610535,1.3274999856948853,1.3170000314712524,1.3184000253677368,0
84,2006-09-11,1.3322999477386477,1.3325999975204468,1.3249000310897827,1.3264000415802002,0
85,2006-09-12,1.3301000595092771,1.3325999975204468,1.325899958610535,1.3322999477386477,0
86,2006-09-13,1.3274999856948853,1.3355000019073486,1.3251999616622925,1.330299973487854,0
87,2006-09-14,1.325700044631958,1.3308000564575195,1.3207999467849731,1.3271000385284424,0
88,2006-09-15,1.329300045967102,1.3317999839782717,1.3219000101089478,1.325700044631958,0
89,2006-09-18,1.3235000371932983,1.3309999704360962,1.3228000402450562,1.3278000354766846,0
90,2006-09-19,1.3300000429153442,1.3315999507904053,1.3200000524520874,1.323300004005432,0
91,2006-09-20,1.32860004901886,1.3308000564575195,1.3249000310897827,1.3300000429153442,0
92,2006-09-21,1.3205000162124634,1.3286999464035034,1.319100022315979,1.3284000158309937,0
93,2006-09-22,1.3300000429153442,1.3336999416351318,1.3198000192642212,1.3207999467849731,0
94,2006-09-25,1.327299952507019,1.3344000577926636,1.325899958610535,1.3316999673843384,0
95,2006-09-26,1.3307000398635864,1.3323999643325806,1.323099970817566,1.3271000385284424,0
96,2006-09-27,1.3314000368118286,1.337299942970276,1.3286999464035034,1.3308000564575195,0
97,2006-09-28,1.3355000019073486,1.3378000259399414,1.3305000066757202,1.3316999673843384,0
98,2006-09-29,1.3395999670028689,1.344099998474121,1.3349000215530396,1.3356000185012815,0
99,2006-10-02,1.336400032043457,1.3444000482559204,1.3342000246047974,1.3414000272750854,0
100,2006-10-03,1.3457000255584717,1.3463000059127808,1.335800051689148,1.33650004863739,0
101,2006-10-04,1.340999960899353,1.3476999998092651,1.3395999670028689,1.3454999923706057,0
102,2006-10-05,1.3407000303268433,1.343500018119812,1.337399959564209,1.3408000469207764,0
103,2006-10-06,1.3443000316619873,1.348099946975708,1.3382999897003174,1.3408000469207764,0
104,2006-10-09,1.343500018119812,1.3476999998092651,1.3416999578475952,1.3457000255584717,0
105,2006-10-10,1.344599962234497,1.345900058746338,1.3407000303268433,1.343500018119812,0
106,2006-10-11,1.3472000360488892,1.347499966621399,1.339900016784668,1.344599962234497,0
107,2006-10-12,1.3308000564575195,1.3476999998092651,1.3291000127792358,1.3472000360488892,0
108,2006-10-13,1.3315999507904053,1.3345999717712402,1.3286999464035034,1.3301000595092771,0
109,2006-10-16,1.327299952507019,1.3339999914169312,1.3244999647140503,1.3323999643325806,0
110,2006-10-17,1.3271000385284424,1.3285000324249268,1.3235000371932983,1.327299952507019,0
111,2006-10-18,1.3246999979019165,1.3285000324249268,1.323099970817566,1.3271000385284424,0
