,Date,open,high,low,close,adj close,volume
24,1/19/1981,0.587053597,0.589285731,0.587053597,0.587053597,0.465145886,10393600
25,1/20/1981,0.571428597,0.571428597,0.569196403,0.569196403,0.450996846,7520800
26,1/21/1981,0.580357134,0.584821403,0.580357134,0.580357134,0.45983988,3976000
27,1/22/1981,0.587053597,0.591517866,0.587053597,0.587053597,0.465145886,8887200
28,1/23/1981,0.587053597,0.589285731,0.584821403,0.584821403,0.463377208,2805600
29,1/26/1981,0.578125,0.578125,0.575892866,0.575892866,0.456302702,6160000
30,1/27/1981,0.575892866,0.575892866,0.571428597,0.571428597,0.452765584,5924800
31,1/28/1981,0.555803597,0.555803597,0.553571403,0.553571403,0.438616574,7039200
32,1/29/1981,0.535714269,0.535714269,0.533482134,0.533482134,0.422699064,10976000
33,1/30/1981,0.508928597,0.508928597,0.504464269,0.504464269,0.399707079,11547200
34,2/2/1981,0.477678567,0.477678567,0.475446433,0.475446433,0.376715153,5941600
35,2/3/1981,0.493303567,0.495535702,0.493303567,0.493303567,0.390863955,4788000
36,2/4/1981,0.511160731,0.513392866,0.511160731,0.511160731,0.405012965,6966400
37,2/5/1981,0.511160731,0.515625,0.511160731,0.511160731,0.405012965,1982400
38,2/6/1981,0.513392866,0.515625,0.513392866,0.513392866,0.406781554,3466400
39,2/9/1981,0.491071433,0.491071433,0.486607134,0.486607134,0.385558158,4188800
40,2/10/1981,0.486607134,0.488839298,0.486607134,0.486607134,0.385558158,4586400
41,2/11/1981,0.473214298,0.473214298,0.470982134,0.470982134,0.373177767,3460800
42,2/12/1981,0.46875,0.46875,0.466517866,0.466517866,0.369640619,3640000
43,2/13/1981,0.459821433,0.459821433,0.455357134,0.455357134,0.360797614,2788800
44,2/17/1981,0.466517866,0.46875,0.466517866,0.466517866,0.369640619,3068800
45,2/18/1981,0.486607134,0.491071433,0.486607134,0.486607134,0.385558158,4810400
46,2/19/1981,0.459821433,0.459821433,0.457589298,0.457589298,0.362566054,5577600
47,2/20/1981,0.435267866,0.435267866,0.433035702,0.433035702,0.343111336,6092800
48,2/23/1981,0.439732134,0.441964298,0.439732134,0.439732134,0.348417222,3528000
49,2/24/1981,0.428571433,0.428571433,0.424107134,0.424107134,0.336036831,4244800
50,2/25/1981,0.450892866,0.453125,0.450892866,0.450892866,0.357260287,4872000
51,2/26/1981,0.457589298,0.459821433,0.457589298,0.457589298,0.362566054,2710400
52,2/27/1981,0.473214298,0.477678567,0.473214298,0.473214298,0.374946445,3690400
53,3/2/1981,0.475446433,0.477678567,0.475446433,0.475446433,0.376715153,2940000
54,3/3/1981,0.470982134,0.470982134,0.46875,0.46875,0.371409327,4043200
55,3/4/1981,0.466517866,0.466517866,0.464285702,0.464285702,0.367872,3427200
56,3/5/1981,0.464285702,0.464285702,0.462053567,0.462053567,0.366103351,1344000
57,3/6/1981,0.462053567,0.462053567,0.457589298,0.457589298,0.362566054,2900800
58,3/9/1981,0.424107134,0.424107134,0.421875,0.421875,0.334268272,3830400
59,3/10/1981,0.404017866,0.404017866,0.401785702,0.401785702,0.318350852,7095200
60,3/11/1981,0.390625,0.390625,0.386160702,0.386160702,0.30597043,7464800
61,3/12/1981,0.401785702,0.404017866,0.401785702,0.401785702,0.318350852,14812000
62,3/13/1981,0.399553567,0.399553567,0.397321433,0.397321433,0.314813673,57825600
63,3/16/1981,0.412946433,0.417410702,0.412946433,0.412946433,0.327193826,9307200
64,3/17/1981,0.433035702,0.4375,0.433035702,0.433035702,0.343111336,10936800
65,3/18/1981,0.459821433,0.464285702,0.459821433,0.459821433,0.364334762,9234400
66,3/19/1981,0.457589298,0.457589298,0.455357134,0.455357134,0.360797614,9452800
67,3/20/1981,0.459821433,0.464285702,0.459821433,0.459821433,0.364334762,3651200
68,3/23/1981,0.477678567,0.482142866,0.477678567,0.477678567,0.378483713,5504800
69,3/24/1981,0.477678567,0.477678567,0.475446433,0.475446433,0.376715153,7039200
70,3/25/1981,0.470982134,0.470982134,0.466517866,0.466517866,0.369640619,1764000
71,3/26/1981,0.459821433,0.459821433,0.457589298,0.457589298,0.362566054,3068800
72,3/27/1981,0.444196433,0.444196433,0.441964298,0.441964298,0.350185841,3063200
73,3/30/1981,0.441964298,0.446428567,0.441964298,0.441964298,0.350185841,2475200
74,3/31/1981,0.441964298,0.441964298,0.4375,0.4375,0.346648663,3998400
75,4/1/1981,0.435267866,0.435267866,0.433035702,0.433035702,0.343111336,8517600
76,4/2/1981,0.470982134,0.473214298,0.470982134,0.470982134,0.373177767,7851200
77,4/3/1981,0.473214298,0.475446433,0.473214298,0.473214298,0.374946445,4121600
78,4/6/1981,0.466517866,0.466517866,0.464285702,0.464285702,0.367872,5700800
79,4/7/1981,0.462053567,0.462053567,0.459821433,0.459821433,0.364334762,2671200
80,4/8/1981,0.482142866,0.486607134,0.482142866,0.482142866,0.382020921,5488000
81,4/9/1981,0.491071433,0.493303567,0.491071433,0.491071433,0.389095485,3124800
82,4/10/1981,0.497767866,0.5,0.497767866,0.497767866,0.394401163,8366400
83,4/13/1981,0.497767866,0.5,0.497767866,0.497767866,0.394401163,4015200
84,4/14/1981,0.497767866,0.5,0.497767866,0.497767866,0.394401163,1663200
85,4/15/1981,0.475446433,0.475446433,0.473214298,0.473214298,0.374946445,8512000
86,4/16/1981,0.448660702,0.448660702,0.446428567,0.446428567,0.353723019,5969600
87,4/20/1981,0.459821433,0.462053567,0.459821433,0.459821433,0.364334762,8836800
88,4/21/1981,0.491071433,0.493303567,0.491071433,0.491071433,0.389095485,7134400
89,4/22/1981,0.508928597,0.511160731,0.508928597,0.508928597,0.403244287,4748800
90,4/23/1981,0.522321403,0.524553597,0.522321403,0.522321403,0.41385603,14504000
91,4/24/1981,0.522321403,0.522321403,0.517857134,0.517857134,0.410318822,8764000
92,4/27/1981,0.515625,0.515625,0.513392866,0.513392866,0.406781554,9632000
93,4/28/1981,0.506696403,0.506696403,0.504464269,0.504464269,0.399707079,8047200
94,4/29/1981,0.5,0.5,0.497767866,0.497767866,0.394401163,3410400
95,4/30/1981,0.506696403,0.511160731,0.506696403,0.506696403,0.401475728,3152800
96,5/1/1981,0.506696403,0.511160731,0.506696403,0.506696403,0.401475728,4138400
97,5/4/1981,0.506696403,0.506696403,0.504464269,0.504464269,0.399707079,3612000
98,5/5/1981,0.504464269,0.504464269,0.502232134,0.502232134,0.39793849,4384800
99,5/6/1981,0.491071433,0.491071433,0.488839298,0.488839298,0.387326837,4737600
100,5/7/1981,0.495535702,0.497767866,0.495535702,0.495535702,0.392632574,2340800
101,5/8/1981,0.5,0.502232134,0.5,0.5,0.396169901,1976800
102,5/11/1981,0.491071433,0.491071433,0.488839298,0.488839298,0.387326837,2984800
103,5/12/1981,0.488839298,0.495535702,0.488839298,0.488839298,0.387326837,1064000
104,5/13/1981,0.488839298,0.493303567,0.486607134,0.486607134,0.385558158,1226400
105,5/14/1981,0.484375,0.484375,0.479910702,0.479910702,0.380252272,1232000
106,5/15/1981,0.491071433,0.497767866,0.491071433,0.491071433,0.389095485,1226400
107,5/18/1981,0.5,0.504464269,0.5,0.5,0.396169901,1041600
108,5/19/1981,0.493303567,0.493303567,0.491071433,0.491071433,0.389095485,6356000
109,5/20/1981,0.506696403,0.511160731,0.506696403,0.506696403,0.401475728,3320800
110,5/21/1981,0.535714269,0.537946403,0.535714269,0.535714269,0.424467593,8052800
111,5/22/1981,0.560267866,0.564732134,0.560267866,0.560267866,0.44392246,7856800
112,5/26/1981,0.560267866,0.560267866,0.558035731,0.558035731,0.442153722,21336000
113,5/27/1981,0.589285731,0.591517866,0.589285731,0.589285731,0.466914535,37374400
114,5/28/1981,0.589285731,0.591517866,0.589285731,0.589285731,0.466914535,18496800
115,5/29/1981,0.591517866,0.59375,0.591517866,0.591517866,0.468682975,14845600
116,6/1/1981,0.591517866,0.59375,0.591517866,0.591517866,0.468682975,12812800
117,6/2/1981,0.564732134,0.564732134,0.5625,0.5625,0.445691049,10108000
118,6/3/1981,0.5625,0.566964269,0.5625,0.5625,0.445691049,9861600
119,6/4/1981,0.573660731,0.575892866,0.573660731,0.573660731,0.454534143,14016800
120,6/5/1981,0.566964269,0.566964269,0.564732134,0.564732134,0.447459757,14420000
121,6/8/1981,0.546875,0.546875,0.544642866,0.544642866,0.431542069,23374400
122,6/9/1981,0.555803597,0.558035731,0.555803597,0.555803597,0.440385252,29898400
123,6/10/1981,0.5625,0.569196403,0.5625,0.5625,0.445691049,6305600
124,6/11/1981,0.587053597,0.589285731,0.587053597,0.587053597,0.465145886,9744000
125,6/12/1981,0.582589269,0.582589269,0.580357134,0.580357134,0.45983988,6451200
126,6/15/1981,0.580357134,0.580357134,0.578125,0.578125,0.458071351,35940800
127,6/16/1981,0.569196403,0.569196403,0.566964269,0.566964269,0.449228287,9312800
128,6/17/1981,0.560267866,0.560267866,0.558035731,0.558035731,0.442153722,6893600
129,6/18/1981,0.558035731,0.560267866,0.555803597,0.555803597,0.440385252,5762400
130,6/19/1981,0.542410731,0.542410731,0.540178597,0.540178597,0.428004831,6876800
131,6/22/1981,0.522321403,0.522321403,0.520089269,0.520089269,0.412087381,2710400
132,6/23/1981,0.529017866,0.533482134,0.529017866,0.529017866,0.419161886,3757600
133,6/24/1981,0.520089269,0.520089269,0.515625,0.515625,0.408550292,5756800
134,6/25/1981,0.526785731,0.529017866,0.526785731,0.526785731,0.417393148,6064800
135,6/26/1981,0.524553597,0.524553597,0.520089269,0.520089269,0.412087381,5947200
136,6/29/1981,0.506696403,0.506696403,0.502232134,0.502232134,0.39793849,2648800
137,6/30/1981,0.466517866,0.466517866,0.464285702,0.464285702,0.367872,8976800
138,7/1/1981,0.462053567,0.462053567,0.459821433,0.459821433,0.364334762,42616000
139,7/2/1981,0.459821433,0.462053567,0.459821433,0.459821433,0.364334762,7571200
140,7/6/1981,0.448660702,0.448660702,0.444196433,0.444196433,0.35195446,4132800
141,7/7/1981,0.448660702,0.453125,0.448660702,0.448660702,0.355491757,3959200
142,7/8/1981,0.466517866,0.46875,0.466517866,0.466517866,0.369640619,4155200
143,7/9/1981,0.433035702,0.433035702,0.430803567,0.430803567,0.341342747,8220800
144,7/10/1981,0.399553567,0.399553567,0.397321433,0.397321433,0.314813673,13792800
145,7/13/1981,0.40625,0.408482134,0.40625,0.40625,0.321888119,11435200
146,7/14/1981,0.424107134,0.428571433,0.424107134,0.424107134,0.336036831,4944800
147,7/15/1981,0.435267866,0.4375,0.435267866,0.435267866,0.344880044,2738400
148,7/16/1981,0.446428567,0.450892866,0.446428567,0.446428567,0.353723019,3808000
149,7/17/1981,0.462053567,0.464285702,0.462053567,0.462053567,0.366103351,4956000
150,7/20/1981,0.433035702,0.433035702,0.430803567,0.430803567,0.341342747,5913600
151,7/21/1981,0.430803567,0.430803567,0.428571433,0.428571433,0.339574158,7985600
152,7/22/1981,0.408482134,0.408482134,0.404017866,0.404017866,0.320119381,5667200
153,7/23/1981,0.415178567,0.417410702,0.415178567,0.415178567,0.328962445,8612800
154,7/24/1981,0.428571433,0.430803567,0.428571433,0.428571433,0.339574158,7212800
155,7/27/1981,0.446428567,0.448660702,0.446428567,0.446428567,0.353723019,4334400
156,7/28/1981,0.433035702,0.433035702,0.430803567,0.430803567,0.341342747,5712000
157,7/29/1981,0.426339298,0.426339298,0.424107134,0.424107134,0.336036831,3875200
158,7/30/1981,0.439732134,0.444196433,0.439732134,0.439732134,0.348417222,2475200
159,7/31/1981,0.446428567,0.448660702,0.446428567,0.446428567,0.353723019,2738400
160,8/3/1981,0.446428567,0.446428567,0.441964298,0.441964298,0.350185841,3108000
161,8/4/1981,0.448660702,0.450892866,0.448660702,0.448660702,0.355491757,7918400
162,8/5/1981,0.462053567,0.464285702,0.462053567,0.462053567,0.366103351,4373600
163,8/6/1981,0.453125,0.453125,0.450892866,0.450892866,0.357260287,2632000
164,8/7/1981,0.450892866,0.453125,0.450892866,0.450892866,0.357260287,2301600
165,8/11/1981,0.441964298,0.441964298,0.4375,0.4375,0.346648663,17864000
166,8/12/1981,0.430803567,0.430803567,0.428571433,0.428571433,0.339574158,6568800
167,8/13/1981,0.417410702,0.417410702,0.415178567,0.415178567,0.328962445,6871200
168,8/14/1981,0.412946433,0.412946433,0.408482134,0.408482134,0.323656589,6048000
169,8/17/1981,0.399553567,0.399553567,0.395089298,0.395089298,0.313044965,4726400
170,8/18/1981,0.390625,0.390625,0.386160702,0.386160702,0.30597043,4250400
171,8/19/1981,0.386160702,0.386160702,0.381696433,0.381696433,0.302433252,5168800
172,8/20/1981,0.386160702,0.388392866,0.386160702,0.386160702,0.30597043,4278400
173,8/21/1981,0.363839298,0.363839298,0.359375,0.359375,0.284747124,10477600
174,8/24/1981,0.339285702,0.339285702,0.337053567,0.337053567,0.267060846,5768000
175,8/25/1981,0.345982134,0.348214298,0.345982134,0.345982134,0.274135381,10175200
176,8/26/1981,0.341517866,0.341517866,0.339285702,0.339285702,0.268829644,8400000
177,8/27/1981,0.341517866,0.34375,0.341517866,0.341517866,0.270598143,6479200
178,8/28/1981,0.359375,0.361607134,0.359375,0.359375,0.284747124,9508800
179,8/31/1981,0.359375,0.361607134,0.359375,0.359375,0.284747124,10236800
180,9/1/1981,0.381696433,0.383928567,0.381696433,0.381696433,0.302433252,9256800
181,9/2/1981,0.388392866,0.390625,0.388392866,0.388392866,0.307739258,4844000
182,9/3/1981,0.372767866,0.372767866,0.368303567,0.368303567,0.291821629,9368800
183,9/4/1981,0.366071433,0.366071433,0.363839298,0.363839298,0.288284332,3813600
184,9/8/1981,0.354910702,0.354910702,0.352678567,0.352678567,0.279441267,6361600
185,9/9/1981,0.352678567,0.354910702,0.352678567,0.352678567,0.279441267,7632800
186,9/10/1981,0.354910702,0.357142866,0.354910702,0.354910702,0.281209826,8702400
187,9/11/1981,0.352678567,0.352678567,0.350446433,0.350446433,0.277672678,4384800
188,9/14/1981,0.341517866,0.341517866,0.339285702,0.339285702,0.268829644,6921600
189,9/15/1981,0.332589298,0.332589298,0.330357134,0.330357134,0.261755079,4877600
190,9/16/1981,0.325892866,0.325892866,0.323660702,0.323660702,0.256449193,4838400
191,9/17/1981,0.316964298,0.316964298,0.314732134,0.314732134,0.249374717,4844000
192,9/18/1981,0.316964298,0.319196433,0.316964298,0.316964298,0.251143396,6580000
193,9/21/1981,0.319196433,0.321428567,0.319196433,0.319196433,0.252911925,12258400
194,9/22/1981,0.303571433,0.303571433,0.301339298,0.301339298,0.238763109,11855200
195,9/23/1981,0.299107134,0.299107134,0.294642866,0.294642866,0.233457267,7050400
196,9/24/1981,0.294642866,0.294642866,0.292410702,0.292410702,0.231688604,4575200
197,9/25/1981,0.258928567,0.258928567,0.254464298,0.254464298,0.201622143,8652000
198,9/28/1981,0.256696433,0.258928567,0.256696433,0.256696433,0.203390777,22932000
199,9/29/1981,0.270089298,0.272321433,0.270089298,0.270089298,0.214002416,23671200
200,9/30/1981,0.272321433,0.274553567,0.272321433,0.272321433,0.215771034,12499200
201,10/1/1981,0.272321433,0.274553567,0.272321433,0.272321433,0.215771034,15282400
202,10/2/1981,0.294642866,0.296875,0.294642866,0.294642866,0.233457267,11261600
203,10/5/1981,0.303571433,0.308035702,0.303571433,0.303571433,0.240531668,10774400
204,10/6/1981,0.303571433,0.303571433,0.301339298,0.301339298,0.238763109,7089600
205,10/7/1981,0.319196433,0.323660702,0.319196433,0.319196433,0.252911925,9710400
206,10/8/1981,0.330357134,0.332589298,0.330357134,0.330357134,0.261755079,7772800
207,10/9/1981,0.332589298,0.337053567,0.332589298,0.332589298,0.263523817,13630400
208,10/12/1981,0.34375,0.345982134,0.34375,0.34375,0.272366941,6837600
209,10/13/1981,0.34375,0.348214298,0.34375,0.34375,0.272366941,11048800
210,10/14/1981,0.325892866,0.325892866,0.323660702,0.323660702,0.256449193,7744800
211,10/15/1981,0.330357134,0.332589298,0.330357134,0.330357134,0.261755079,7358400
212,10/16/1981,0.328125,0.328125,0.325892866,0.325892866,0.258217841,9116800
213,10/19/1981,0.332589298,0.334821433,0.332589298,0.332589298,0.263523817,5146400
214,10/20/1981,0.350446433,0.352678567,0.350446433,0.350446433,0.277672678,8932000
215,10/21/1981,0.350446433,0.352678567,0.350446433,0.350446433,0.277672678,19224800
216,10/22/1981,0.350446433,0.350446433,0.348214298,0.348214298,0.275904059,8069600
217,10/23/1981,0.341517866,0.341517866,0.339285702,0.339285702,0.268829644,6977600
218,10/26/1981,0.339285702,0.341517866,0.339285702,0.339285702,0.268829644,6820800
219,10/27/1981,0.345982134,0.350446433,0.345982134,0.345982134,0.274135381,21397600
220,10/28/1981,0.357142866,0.359375,0.357142866,0.357142866,0.282978415,11043200
221,10/29/1981,0.354910702,0.354910702,0.352678567,0.352678567,0.279441267,7621600
222,10/30/1981,0.357142866,0.359375,0.357142866,0.357142866,0.282978415,13182400
223,11/2/1981,0.357142866,0.359375,0.357142866,0.357142866,0.282978415,9228800
224,11/3/1981,0.354910702,0.354910702,0.352678567,0.352678567,0.279441267,7095200
225,11/4/1981,0.345982134,0.345982134,0.34375,0.34375,0.272366941,5952800
226,11/5/1981,0.321428567,0.321428567,0.319196433,0.319196433,0.252911925,5840800
227,11/6/1981,0.321428567,0.323660702,0.321428567,0.321428567,0.254680604,6148800
228,11/9/1981,0.325892866,0.328125,0.325892866,0.325892866,0.258217841,5096000
229,11/10/1981,0.328125,0.330357134,0.328125,0.328125,0.25998652,4188800
230,11/11/1981,0.337053567,0.339285702,0.337053567,0.337053567,0.267060846,6860000
231,11/12/1981,0.348214298,0.350446433,0.348214298,0.348214298,0.275904059,9979200
232,11/13/1981,0.325892866,0.325892866,0.323660702,0.323660702,0.256449193,5252800
233,11/16/1981,0.321428567,0.321428567,0.319196433,0.319196433,0.252911925,5639200
234,11/17/1981,0.325892866,0.328125,0.325892866,0.325892866,0.258217841,8853600
235,11/18/1981,0.337053567,0.339285702,0.337053567,0.337053567,0.267060846,7285600
236,11/19/1981,0.337053567,0.339285702,0.337053567,0.337053567,0.267060846,10001600
237,11/20/1981,0.339285702,0.341517866,0.339285702,0.339285702,0.268829644,9525600
238,11/23/1981,0.328125,0.328125,0.323660702,0.323660702,0.256449193,5740000
239,11/24/1981,0.323660702,0.323660702,0.321428567,0.321428567,0.254680604,5538400
240,11/25/1981,0.328125,0.330357134,0.328125,0.328125,0.25998652,13137600
241,11/27/1981,0.337053567,0.339285702,0.337053567,0.337053567,0.267060846,9312800
242,11/30/1981,0.334821433,0.334821433,0.332589298,0.332589298,0.263523817,5992000
243,12/1/1981,0.332589298,0.334821433,0.332589298,0.332589298,0.263523817,5846400
244,12/2/1981,0.334821433,0.337053567,0.334821433,0.334821433,0.265292317,9391200
245,12/3/1981,0.332589298,0.332589298,0.330357134,0.330357134,0.261755079,5107200
246,12/4/1981,0.339285702,0.341517866,0.339285702,0.339285702,0.268829644,34288800
247,12/7/1981,0.341517866,0.34375,0.341517866,0.341517866,0.270598143,14823200
248,12/8/1981,0.339285702,0.339285702,0.334821433,0.334821433,0.265292317,12656000
249,12/9/1981,0.337053567,0.339285702,0.337053567,0.337053567,0.267060846,8568000
250,12/10/1981,0.337053567,0.339285702,0.337053567,0.337053567,0.267060846,9352000
251,12/11/1981,0.337053567,0.339285702,0.334821433,0.334821433,0.265292317,19023200
252,12/14/1981,0.328125,0.328125,0.323660702,0.323660702,0.256449193,6311200
253,12/15/1981,0.332589298,0.334821433,0.332589298,0.332589298,0.263523817,7828800
254,12/16/1981,0.348214298,0.350446433,0.348214298,0.348214298,0.275904059,16363200
255,12/17/1981,0.377232134,0.379464298,0.377232134,0.377232134,0.298896044,12863200
256,12/18/1981,0.408482134,0.410714298,0.408482134,0.408482134,0.323656589,17931200
257,12/21/1981,0.392857134,0.392857134,0.390625,0.390625,0.309507698,14100800
258,12/22/1981,0.397321433,0.399553567,0.397321433,0.397321433,0.314813673,13456800
259,12/23/1981,0.390625,0.390625,0.388392866,0.388392866,0.307739258,7224000
260,12/24/1981,0.390625,0.392857134,0.390625,0.390625,0.309507698,7229600
261,12/28/1981,0.377232134,0.377232134,0.372767866,0.372767866,0.295358837,9144800
262,12/29/1981,0.379464298,0.383928567,0.379464298,0.379464298,0.300664634,6059200
263,12/30/1981,0.395089298,0.397321433,0.395089298,0.395089298,0.313044965,8047200
264,12/31/1981,0.395089298,0.397321433,0.395089298,0.395089298,0.313044965,13664000
265,1/4/1982,0.395089298,0.395089298,0.392857134,0.392857134,0.311276466,17813600
266,1/5/1982,0.377232134,0.377232134,0.372767866,0.372767866,0.295358837,8960000
267,1/6/1982,0.370535702,0.370535702,0.368303567,0.368303567,0.291821629,16520000
268,1/7/1982,0.34375,0.34375,0.339285702,0.339285702,0.268829644,17511200
269,1/8/1982,0.354910702,0.357142866,0.354910702,0.354910702,0.281209826,14151200
270,1/11/1982,0.334821433,0.334821433,0.332589298,0.332589298,0.263523817,8332800
271,1/12/1982,0.323660702,0.323660702,0.321428567,0.321428567,0.254680604,14980000
272,1/13/1982,0.321428567,0.321428567,0.319196433,0.319196433,0.252911925,10438400
273,1/14/1982,0.334821433,0.337053567,0.334821433,0.334821433,0.265292317,6428800
274,1/15/1982,0.357142866,0.361607134,0.357142866,0.357142866,0.282978415,11676000
275,1/18/1982,0.363839298,0.368303567,0.363839298,0.363839298,0.288284332,7000000
276,1/19/1982,0.359375,0.359375,0.354910702,0.354910702,0.281209826,13876800
277,1/20/1982,0.361607134,0.363839298,0.361607134,0.361607134,0.286515832,6456800
278,1/21/1982,0.368303567,0.370535702,0.368303567,0.368303567,0.291821629,8332800
279,1/22/1982,0.370535702,0.372767866,0.370535702,0.370535702,0.293590218,6064800
280,1/25/1982,0.361607134,0.361607134,0.359375,0.359375,0.284747124,11177600
281,1/26/1982,0.350446433,0.350446433,0.345982134,0.345982134,0.274135381,5303200
282,1/27/1982,0.348214298,0.352678567,0.348214298,0.348214298,0.275904059,7840000
283,1/28/1982,0.359375,0.361607134,0.359375,0.359375,0.284747124,9900800
284,1/29/1982,0.363839298,0.366071433,0.363839298,0.363839298,0.288284332,13288800
285,2/1/1982,0.363839298,0.363839298,0.359375,0.359375,0.284747124,9632000
286,2/2/1982,0.361607134,0.366071433,0.361607134,0.361607134,0.286515832,13568800
287,2/3/1982,0.361607134,0.363839298,0.361607134,0.361607134,0.286515832,7868000
288,2/4/1982,0.354910702,0.354910702,0.352678567,0.352678567,0.279441267,5510400
289,2/5/1982,0.352678567,0.354910702,0.352678567,0.352678567,0.279441267,10074400
290,2/8/1982,0.332589298,0.332589298,0.330357134,0.330357134,0.261755079,7924000
291,2/9/1982,0.330357134,0.332589298,0.330357134,0.330357134,0.261755079,14476000
292,2/10/1982,0.334821433,0.337053567,0.334821433,0.334821433,0.265292317,9699200
293,2/11/1982,0.332589298,0.332589298,0.330357134,0.330357134,0.261755079,6132000
294,2/12/1982,0.334821433,0.337053567,0.334821433,0.334821433,0.265292317,4911200
295,2/16/1982,0.330357134,0.330357134,0.328125,0.328125,0.25998652,8579200
296,2/17/1982,0.332589298,0.334821433,0.332589298,0.332589298,0.263523817,6395200
297,2/18/1982,0.337053567,0.339285702,0.337053567,0.337053567,0.267060846,7095200
298,2/19/1982,0.337053567,0.337053567,0.334821433,0.334821433,0.265292317,3399200
299,2/22/1982,0.332589298,0.332589298,0.330357134,0.330357134,0.261755079,6658400
300,2/23/1982,0.328125,0.328125,0.325892866,0.325892866,0.258217841,8635200
301,2/24/1982,0.328125,0.330357134,0.328125,0.328125,0.25998652,9486400
302,2/25/1982,0.328125,0.328125,0.325892866,0.325892866,0.258217841,7700000
303,2/26/1982,0.325892866,0.328125,0.325892866,0.325892866,0.258217841,4356800
304,3/1/1982,0.328125,0.330357134,0.328125,0.328125,0.25998652,8825600
305,3/2/1982,0.328125,0.330357134,0.328125,0.328125,0.25998652,8702400
306,3/3/1982,0.328125,0.330357134,0.328125,0.328125,0.25998652,5913600
307,3/4/1982,0.323660702,0.323660702,0.321428567,0.321428567,0.254680604,9592800
308,3/5/1982,0.299107134,0.299107134,0.296875,0.296875,0.235225812,11328800
309,3/8/1982,0.294642866,0.294642866,0.292410702,0.292410702,0.231688604,8786400
310,3/9/1982,0.294642866,0.296875,0.294642866,0.294642866,0.233457267,13126400
311,3/10/1982,0.292410702,0.292410702,0.290178567,0.290178567,0.22991994,21733600
312,3/11/1982,0.290178567,0.294642866,0.290178567,0.290178567,0.22991994,5644800
313,3/12/1982,0.274553567,0.274553567,0.272321433,0.272321433,0.215771034,11636800
314,3/15/1982,0.272321433,0.272321433,0.270089298,0.270089298,0.214002416,12840800
315,3/16/1982,0.267857134,0.267857134,0.265625,0.265625,0.210465208,11788000
316,3/17/1982,0.254464298,0.254464298,0.252232134,0.252232134,0.199853539,12622400
317,3/18/1982,0.272321433,0.274553567,0.272321433,0.272321433,0.215771034,14084000
318,3/19/1982,0.296875,0.299107134,0.296875,0.296875,0.235225812,16452800
319,3/22/1982,0.319196433,0.321428567,0.319196433,0.319196433,0.252911925,17298400
320,3/23/1982,0.316964298,0.316964298,0.314732134,0.314732134,0.249374717,13988800
321,3/24/1982,0.299107134,0.299107134,0.296875,0.296875,0.235225812,12902400
322,3/25/1982,0.296875,0.296875,0.294642866,0.294642866,0.233457267,21028000
323,3/26/1982,0.292410702,0.292410702,0.290178567,0.290178567,0.22991994,12695200
324,3/29/1982,0.296875,0.299107134,0.296875,0.296875,0.235225812,16900800
325,3/30/1982,0.301339298,0.303571433,0.301339298,0.301339298,0.238763109,19488000
326,3/31/1982,0.301339298,0.303571433,0.301339298,0.301339298,0.238763109,12538400
327,4/1/1982,0.316964298,0.319196433,0.316964298,0.316964298,0.251143396,14784000
