"Date","Price","Open","High","Low","Vol.","Change %"
"24-12-2021","48,119","48,185","48,263","48,066","1.85K","-0.07%"
"23-12-2021","48,152","48,268","48,340","48,035","3.53K","-0.10%"
"22-12-2021","48,199","48,115","48,220","47,975","3.33K","0.27%"
"21-12-2021","48,067","48,151","48,298","47,991","4.38K","-0.36%"
"20-12-2021","48,240","48,594","48,643","48,211","4.34K","-0.73%"
"17-12-2021","48,594","48,700","48,785","48,510","4.72K","-0.11%"
"16-12-2021","48,646","48,296","48,677","48,276","5.90K","1.16%"
"15-12-2021","48,087","48,039","48,240","47,950","4.50K","0.03%"
"14-12-2021","48,072","48,264","48,361","47,925","5.80K","-0.48%"
"13-12-2021","48,303","48,213","48,348","48,131","4.83K","0.29%"
"10-12-2021","48,164","47,981","48,260","47,862","6.15K","0.47%"
"09-12-2021","47,939","48,035","48,160","47,869","4.99K","-0.24%"
"08-12-2021","48,055","48,150","48,300","47,956","4.90K","-0.01%"
"07-12-2021","48,060","47,907","48,168","47,790","6.05K","0.30%"
"06-12-2021","47,914","47,953","48,039","47,830","5.32K","1.61%"
"03-12-2021","47,153","47,192","47,271","46,388","0.02K","-0.13%"
"02-12-2021","47,214","47,214","47,214","47,214","0.00K","-0.77%"
"01-12-2021","47,578","47,550","47,783","47,470","0.01K","-0.06%"
"30-11-2021","47,606","47,570","48,128","47,436","0.08K","0.04%"
"29-11-2021","47,587","47,700","47,980","47,530","1.65K","0.00%"
"26-11-2021","47,585","47,615","48,223","47,535","5.99K","0.35%"
"25-11-2021","47,421","47,545","47,592","47,310","3.89K","-0.04%"
"24-11-2021","47,438","47,569","47,674","47,253","5.04K","0.01%"
"23-11-2021","47,434","47,946","48,031","47,361","7.49K","-1.02%"
"22-11-2021","47,923","48,794","48,875","47,882","9.42K","-1.85%"
"19-11-2021","48,828","49,116","49,308","48,710","5.29K","-0.47%"
"18-11-2021","49,059","49,199","49,273","48,986","5.66K","-0.47%"
"17-11-2021","49,292","49,068","49,333","48,985","5.68K","0.52%"
"16-11-2021","49,038","49,340","49,610","49,010","8.38K","-0.53%"
"15-11-2021","49,298","49,170","49,475","49,092","5.09K","-0.03%"
"12-11-2021","49,314","49,104","49,346","48,875","6.22K","0.20%"
"11-11-2021","49,216","48,941","49,380","48,911","5.42K","0.74%"
"10-11-2021","48,854","48,248","49,280","48,168","11.21K","1.17%"
"09-11-2021","48,287","48,015","48,311","47,976","6.59K","0.56%"
"08-11-2021","48,018","48,000","48,174","47,815","6.83K","0.10%"
"05-11-2021","47,972","47,519","48,014","47,294","5.32K","0.88%"
"04-11-2021","47,553","47,300","47,590","47,300","2.60K","1.18%"
"03-11-2021","47,000","47,584","47,584","46,872","8.00K","-1.31%"
"02-11-2021","47,622","47,835","47,885","47,594","5.32K","-0.59%"
"01-11-2021","47,903","47,615","47,951","47,590","6.03K","0.56%"
"29-10-2021","47,635","47,836","47,944","47,382","10.35K","-0.68%"
"28-10-2021","47,961","48,013","48,229","47,746","7.00K","0.00%"
"27-10-2021","47,962","47,761","48,019","47,620","6.39K","0.31%"
"26-10-2021","47,813","48,147","48,280","47,584","9.00K","-0.80%"
"25-10-2021","48,200","47,900","48,299","47,855","4.97K","0.84%"
"22-10-2021","47,797","47,555","48,242","47,482","11.59K","0.83%"
"21-10-2021","47,404","47,529","47,596","47,340","5.21K","-0.20%"
"20-10-2021","47,499","47,355","47,576","47,261","7.25K","0.46%"
"19-10-2021","47,280","47,410","47,645","47,231","6.75K","-0.02%"
"18-10-2021","47,291","47,220","47,437","47,169","5.43K","0.17%"
"15-10-2021","47,213","47,602","47,677","47,120","7.18K","-1.40%"
"14-10-2021","47,882","47,808","48,100","47,783","4.96K","-0.07%"
"13-10-2021","47,916","47,215","47,999","47,131","11.07K","1.52%"
"12-10-2021","47,198","47,099","47,420","47,036","6.67K","0.31%"
"11-10-2021","47,051","46,950","47,188","46,864","5.24K","0.03%"
"08-10-2021","47,037","46,861","47,370","46,854","8.31K","0.45%"
"07-10-2021","46,827","46,851","46,990","46,687","4.96K","-0.17%"
"06-10-2021","46,907","46,674","46,990","46,512","6.22K","0.98%"
"05-10-2021","46,450","46,535","46,535","46,354","0.01K","0.35%"
"04-10-2021","46,286","46,533","46,963","46,341","5.93K","0.00%"
"01-10-2021","46,286","46,295","46,332","46,155","0.05K","-0.08%"
"30-09-2021","46,323","45,650","46,436","45,479","0.11K","1.62%"
"29-09-2021","45,585","45,963","45,980","45,511","3.22K","-0.58%"
"28-09-2021","45,853","46,071","46,071","45,688","8.25K","-0.47%"
"27-09-2021","46,069","46,036","46,220","45,902","6.39K","0.16%"
"24-09-2021","45,995","46,075","46,132","45,787","6.50K","-0.13%"
"23-09-2021","46,056","46,439","46,534","45,940","7.56K","-1.32%"
"22-09-2021","46,672","46,651","46,762","46,556","4.15K","0.07%"
"21-09-2021","46,638","46,210","46,799","46,130","7.09K","0.78%"
"20-09-2021","46,278","45,930","46,375","45,880","6.70K","0.63%"
"17-09-2021","45,986","46,100","46,239","45,853","6.35K","-0.20%"
"16-09-2021","46,076","46,880","46,917","45,812","10.01K","-1.75%"
"15-09-2021","46,896","47,185","47,264","46,868","6.33K","-0.77%"
"14-09-2021","47,260","46,868","47,320","46,620","10.05K","0.75%"
"13-09-2021","46,908","46,927","47,043","46,766","5.38K","0.22%"
"10-09-2021","46,806","46,900","46,986","46,751","2.45K","-0.40%"
"09-09-2021","46,994","46,938","47,082","46,713","7.17K","-0.09%"
"08-09-2021","47,038","46,961","47,140","46,750","5.82K","0.21%"
"07-09-2021","46,939","47,402","47,435","46,864","7.18K","-1.02%"
"06-09-2021","47,425","47,433","47,497","47,365","3.20K","-0.21%"
"03-09-2021","47,524","47,095","47,598","47,035","8.42K","1.13%"
"02-09-2021","46,991","47,049","47,208","46,900","4.27K","-0.16%"
"01-09-2021","47,068","47,129","47,276","46,980","5.34K","-0.11%"
"31-08-2021","47,120","47,299","47,332","46,776","6.85K","-0.09%"
"30-08-2021","47,164","47,438","47,494","47,145","4.72K","-0.79%"
"27-08-2021","47,538","47,300","47,582","46,820","10.58K","0.64%"
"26-08-2021","47,237","47,181","47,380","46,934","6.29K","0.12%"
"25-08-2021","47,179","47,435","47,482","47,080","7.14K","-0.91%"
"24-08-2021","47,612","47,515","47,731","47,472","5.07K","0.06%"
"23-08-2021","47,584","47,215","47,625","47,149","5.78K","0.90%"
"20-08-2021","47,158","47,250","47,377","47,065","5.26K","-0.02%"
"19-08-2021","47,169","47,211","47,850","47,073","4.00K","0.08%"
"18-08-2021","47,132","47,374","47,437","47,026","6.34K","-0.31%"
"17-08-2021","47,280","47,235","47,549","47,183","7.00K","0.12%"
"16-08-2021","47,225","46,950","47,280","46,816","5.38K","0.61%"
"13-08-2021","46,940","46,452","46,996","46,416","6.47K","1.24%"
"12-08-2021","46,363","46,300","46,581","46,151","6.43K","-0.05%"
"11-08-2021","46,388","46,011","46,446","45,925","7.07K","0.93%"
"10-08-2021","45,962","46,000","46,112","45,662","6.32K","0.17%"
"09-08-2021","45,886","46,311","46,386","45,815","9.65K","-1.62%"
"06-08-2021","46,640","47,500","47,574","46,556","10.80K","-3.74%"
"05-08-2021","48,450","48,450","48,450","48,450","0.00K","0.70%"
"04-08-2021","48,111","47,770","48,299","47,770","0.02K","0.61%"
"03-08-2021","47,817","47,900","48,049","47,760","0.02K","-0.47%"
"02-08-2021","48,045","47,780","48,130","47,725","0.02K","0.42%"
"30-07-2021","47,846","48,281","48,304","47,751","1.55K","-0.90%"
"29-07-2021","48,281","47,720","48,310","47,690","5.82K","1.48%"
"28-07-2021","47,577","47,610","47,689","47,470","4.49K","0.01%"
"27-07-2021","47,573","47,446","47,642","47,367","7.10K","0.24%"
"26-07-2021","47,461","47,647","47,784","47,420","6.82K","-0.15%"
"23-07-2021","47,534","47,575","47,720","47,300","6.48K","-0.21%"
"22-07-2021","47,634","47,500","47,690","47,301","7.00K","0.13%"
"21-07-2021","47,573","47,750","47,750","47,500","3.75K","-0.63%"
"20-07-2021","47,876","48,240","48,295","47,771","7.87K","-0.45%"
"19-07-2021","48,094","48,083","48,236","47,780","8.75K","0.09%"
"16-07-2021","48,053","48,378","48,389","47,975","7.59K","-0.72%"
"15-07-2021","48,400","48,270","48,501","48,160","6.86K","0.21%"
"14-07-2021","48,299","47,982","48,369","47,930","8.40K","0.86%"
"13-07-2021","47,889","47,875","48,071","47,715","8.41K","0.24%"
"12-07-2021","47,774","47,807","47,870","47,477","8.36K","-0.31%"
"09-07-2021","47,923","47,844","47,948","47,621","6.56K","0.42%"
"08-07-2021","47,721","47,759","48,290","47,601","11.00K","-0.39%"
"07-07-2021","47,910","47,761","47,999","47,655","6.20K","0.47%"
"06-07-2021","47,684","47,350","48,000","47,350","9.36K","0.81%"
"05-07-2021","47,299","47,349","47,425","47,250","3.43K","0.03%"
"02-07-2021","47,285","47,139","47,515","47,139","7.29K","0.52%"
"01-07-2021","47,039","46,930","47,210","46,903","6.30K","0.43%"
"30-06-2021","46,839","46,594","46,933","46,461","6.35K","0.61%"
"29-06-2021","46,555","46,880","46,970","46,330","9.76K","-0.96%"
"28-06-2021","47,008","46,965","47,118","46,865","5.49K","0.18%"
"25-06-2021","46,925","46,948","47,213","46,835","6.80K","0.12%"
"24-06-2021","46,870","46,950","47,159","46,811","6.14K","-0.43%"
"23-06-2021","47,072","47,093","47,318","46,962","6.66K","0.13%"
"22-06-2021","47,011","47,178","47,247","46,869","6.37K","-0.13%"
"21-06-2021","47,074","46,900","47,155","46,633","6.01K","0.74%"
"18-06-2021","46,728","47,147","47,387","46,668","7.70K","-0.49%"
"17-06-2021","46,958","48,250","48,250","46,744","12.51K","-3.19%"
"16-06-2021","48,506","48,458","48,565","48,367","4.64K","0.17%"
"15-06-2021","48,424","48,509","48,732","48,348","6.08K","-0.20%"
"14-06-2021","48,523","48,750","48,750","48,105","9.04K","-0.78%"
"11-06-2021","48,903","49,283","49,399","48,865","6.85K","-0.60%"
"10-06-2021","49,198","49,018","49,263","48,675","8.79K","0.15%"
"09-06-2021","49,124","49,150","49,269","49,024","5.04K","-0.01%"
"08-06-2021","49,127","49,146","49,350","48,932","6.27K","-0.03%"
"07-06-2021","49,143","48,947","49,175","48,782","4.08K","1.12%"
"04-06-2021","48,600","48,600","48,600","48,600","0.00K","-0.80%"
"03-06-2021","48,990","49,163","49,670","48,570","0.01K","-0.33%"
"02-06-2021","49,154","49,100","49,220","49,075","0.01K","0.32%"
"01-06-2021","48,995","49,049","49,225","48,710","0.07K","0.36%"
"31-05-2021","48,821","48,690","48,967","48,540","1.03K","0.57%"
"28-05-2021","48,542","48,432","48,603","48,250","5.62K","-0.08%"
"27-05-2021","48,581","48,751","48,870","48,451","7.69K","-0.42%"
"26-05-2021","48,784","49,067","49,220","48,666","7.21K","-0.17%"
"25-05-2021","48,867","48,425","48,894","48,333","8.13K","0.65%"
"24-05-2021","48,553","48,450","48,640","48,368","4.35K","0.31%"
"21-05-2021","48,404","48,336","48,670","48,230","6.90K","-0.29%"
"20-05-2021","48,544","48,598","48,665","48,269","6.11K","-0.27%"
"19-05-2021","48,674","48,261","48,875","47,950","10.51K","0.76%"
"18-05-2021","48,307","48,419","48,490","48,215","5.74K","-0.34%"
"17-05-2021","48,474","47,989","48,499","47,910","8.42K","1.67%"
"14-05-2021","47,676","47,368","47,711","47,337","5.88K","0.50%"
"13-05-2021","47,438","47,356","47,530","47,211","3.60K","-0.09%"
"12-05-2021","47,482","47,497","47,862","47,374","7.50K","-0.32%"
"11-05-2021","47,633","47,952","48,013","47,325","9.71K","-0.66%"
"10-05-2021","47,951","47,820","48,144","47,755","6.99K","0.42%"
"07-05-2021","47,751","47,654","48,050","47,520","10.60K","0.33%"
"06-05-2021","47,595","47,072","47,643","47,000","9.94K","1.27%"
"05-05-2021","47,000","46,979","47,046","46,650","6.59K","0.28%"
"04-05-2021","46,871","47,226","47,451","46,717","9.93K","-0.95%"
"03-05-2021","47,319","46,921","47,450","46,921","8.62K","1.25%"
"30-04-2021","46,737","46,743","46,819","46,605","6.33K","0.02%"
"29-04-2021","46,726","47,245","47,299","46,462","9.58K","-0.78%"
"28-04-2021","47,093","47,150","47,273","46,800","6.87K","-0.44%"
"27-04-2021","47,303","47,465","47,515","47,273","5.45K","-0.34%"
"26-04-2021","47,462","47,604","47,650","47,253","5.78K","-0.15%"
"23-04-2021","47,532","47,885","48,026","47,384","8.16K","-0.50%"
"22-04-2021","47,772","48,252","48,260","47,660","7.81K","-0.95%"
"21-04-2021","48,228","47,939","48,429","47,936","4.55K","0.78%"
"20-04-2021","47,857","47,424","47,901","47,128","10.15K","0.98%"
"19-04-2021","47,393","47,353","47,850","47,280","8.97K","0.08%"
"16-04-2021","47,353","47,099","47,432","46,820","8.24K","0.38%"
"15-04-2021","47,175","46,680","47,279","46,680","8.94K","1.22%"
"14-04-2021","46,608","46,851","46,930","46,556","3.86K","-0.78%"
"13-04-2021","46,975","46,450","47,033","46,367","7.68K","1.20%"
"12-04-2021","46,419","46,545","46,777","46,400","7.99K","-0.37%"
"09-04-2021","46,593","46,766","46,887","46,314","8.59K","-0.52%"
"08-04-2021","46,838","46,299","46,900","46,240","9.52K","1.03%"
"07-04-2021","46,362","45,766","46,420","45,742","8.12K","0.96%"
"06-04-2021","45,919","45,420","45,974","45,420","6.75K","2.09%"
"05-04-2021","44,981","44,900","45,050","44,886","0.01K","0.48%"
"01-04-2021","44,767","44,650","44,865","44,650","0.03K","0.29%"
"31-03-2021","44,637","43,870","44,672","43,711","0.06K","1.74%"
"30-03-2021","43,873","43,669","44,300","43,669","0.41K","0.75%"
"29-03-2021","43,545","44,520","44,550","43,320","3.70K","-2.46%"
"26-03-2021","44,642","44,635","44,788","44,441","8.12K","-0.12%"
"25-03-2021","44,695","44,892","45,028","44,601","9.09K","-0.37%"
"24-03-2021","44,860","44,800","44,895","44,673","7.25K","0.48%"
"23-03-2021","44,646","44,786","44,995","44,590","7.96K","-0.58%"
"22-03-2021","44,905","44,974","45,040","44,630","7.03K","-0.26%"
"19-03-2021","45,021","44,928","45,137","44,801","7.52K","0.16%"
"18-03-2021","44,951","44,892","45,299","44,626","9.76K","0.25%"
"17-03-2021","44,840","44,890","45,037","44,756","6.44K","0.06%"
"16-03-2021","44,813","44,950","45,086","44,766","7.82K","-0.19%"
"15-03-2021","44,900","44,790","45,047","44,730","8.09K","0.34%"
"12-03-2021","44,750","44,741","44,785","44,271","9.79K","-0.29%"
"11-03-2021","44,879","44,950","45,167","44,774","5.58K","0.19%"
"10-03-2021","44,792","44,730","44,944","44,630","8.86K","-0.14%"
"09-03-2021","44,857","44,349","44,963","44,263","11.35K","1.45%"
"08-03-2021","44,218","44,756","44,780","44,150","10.35K","-1.04%"
"05-03-2021","44,683","44,444","44,720","44,217","11.92K","0.32%"
"04-03-2021","44,541","44,735","44,962","44,471","12.20K","-0.91%"
"03-03-2021","44,948","45,524","45,544","44,561","12.64K","-1.32%"
"02-03-2021","45,548","45,066","45,650","44,975","12.35K","0.53%"
"01-03-2021","45,308","46,000","46,139","45,215","11.65K","-0.94%"
"26-02-2021","45,736","46,340","46,689","45,611","17.95K","-1.09%"
"25-02-2021","46,241","46,443","46,655","46,060","13.83K","-0.60%"
"24-02-2021","46,522","46,808","46,857","46,268","11.49K","-0.60%"
"23-02-2021","46,802","46,973","46,985","46,589","8.95K","-0.21%"
"22-02-2021","46,901","46,335","46,966","46,238","12.75K","1.52%"
"19-02-2021","46,197","45,986","46,490","45,861","11.11K","0.15%"
"18-02-2021","46,126","46,409","46,498","46,011","10.06K","-0.24%"
"17-02-2021","46,237","46,800","46,800","46,162","12.29K","-1.41%"
"16-02-2021","46,899","47,409","47,480","46,682","13.85K","-0.72%"
"15-02-2021","47,241","47,436","47,455","47,202","6.16K","-0.16%"
"12-02-2021","47,318","47,411","47,586","47,111","9.55K","-0.40%"
"11-02-2021","47,508","47,837","48,100","47,456","8.90K","-1.05%"
"10-02-2021","48,013","48,000","48,374","47,822","10.33K","0.14%"
"09-02-2021","47,948","48,000","48,235","47,779","9.55K","0.23%"
"08-02-2021","47,839","47,152","47,957","47,152","10.41K","1.62%"
"05-02-2021","47,078","47,075","47,080","47,075","0.00K","0.24%"
"04-02-2021","46,965","47,400","47,400","46,600","0.01K","-1.64%"
"03-02-2021","47,750","47,925","47,955","47,725","0.04K","0.00%"
"02-02-2021","47,751","48,265","48,265","47,606","0.07K","-1.33%"
"01-02-2021","48,394","49,370","49,400","47,200","0.99K","-1.43%"
"29-01-2021","49,096","48,624","49,485","48,624","8.26K","0.97%"
"28-01-2021","48,624","48,700","49,290","48,521","10.26K","-0.49%"
"27-01-2021","48,865","48,903","48,980","48,511","9.42K","-0.57%"
"25-01-2021","49,143","49,155","49,346","48,925","8.73K","0.01%"
"22-01-2021","49,140","49,355","49,399","48,685","11.64K","-0.62%"
"21-01-2021","49,448","49,699","49,765","49,323","8.75K","-0.17%"
"20-01-2021","49,534","49,077","49,640","48,801","13.56K","1.12%"
"19-01-2021","48,983","48,965","49,070","48,750","8.03K","0.18%"
"18-01-2021","48,894","48,669","48,995","48,608","6.33K","0.39%"
"15-01-2021","48,702","49,088","49,327","48,537","11.33K","-1.05%"
"14-01-2021","49,221","49,000","49,268","48,751","10.47K","-0.17%"
"13-01-2021","49,305","49,130","49,447","49,130","7.23K","0.53%"
"12-01-2021","49,045","49,320","49,570","48,933","9.18K","-0.60%"
"11-01-2021","49,341","48,786","49,390","48,635","11.77K","0.76%"
"08-01-2021","48,967","50,755","50,799","48,818","19.74K","-3.81%"
"07-01-2021","50,904","50,740","51,046","50,660","10.82K","0.78%"
"06-01-2021","50,509","51,555","51,875","50,401","19.22K","-2.34%"
"05-01-2021","51,720","51,397","51,780","51,333","10.60K","0.58%"
"04-01-2021","51,424","50,300","51,490","50,300","12.99K","2.35%"
"01-01-2021","50,244","50,180","50,280","50,128","1.23K","0.19%"
"31-12-2020","50,151","50,059","50,290","50,002","7.02K","0.03%"
"30-12-2020","50,135","50,179","50,179","49,857","7.42K","0.19%"
"29-12-2020","50,039","50,051","50,195","49,860","9.45K","0.05%"
"28-12-2020","50,013","50,200","50,580","49,915","11.88K","-0.12%"
"24-12-2020","50,073","50,151","50,186","49,878","7.96K","-0.15%"
"23-12-2020","50,149","50,042","50,280","49,680","11.40K","0.14%"
"22-12-2020","50,081","50,527","50,540","49,923","9.65K","-0.66%"
"21-12-2020","50,416","50,515","51,009","49,712","15.05K","0.22%"
"18-12-2020","50,304","50,319","50,469","50,105","7.91K","-0.17%"
"17-12-2020","50,390","49,720","50,642","49,720","12.91K","1.60%"
"16-12-2020","49,597","49,510","49,850","49,452","11.58K","0.31%"
"15-12-2020","49,443","49,035","49,589","49,007","9.97K","1.03%"
"14-12-2020","48,939","49,101","49,133","48,602","9.95K","-0.78%"
"11-12-2020","49,324","49,150","49,438","48,875","9.68K","0.50%"
"10-12-2020","49,077","49,165","49,500","48,935","9.56K","-0.37%"
"09-12-2020","49,260","49,850","49,886","49,140","12.54K","-1.69%"
"08-12-2020","50,109","50,065","50,175","49,711","8.38K","0.33%"
"07-12-2020","49,946","49,231","50,060","48,874","10.41K","1.12%"
"04-12-2020","49,393","49,350","50,001","49,100","0.01K","-0.05%"
"03-12-2020","49,419","49,874","49,936","49,093","0.01K","1.60%"
"02-12-2020","48,643","48,499","48,849","48,400","0.01K","0.76%"
"01-12-2020","48,275","48,194","48,559","47,705","0.04K","1.01%"
"30-11-2020","47,792","47,680","47,966","47,550","0.46K","-0.69%"
"27-11-2020","48,125","48,508","48,647","47,800","10.10K","-0.81%"
"26-11-2020","48,517","48,524","48,800","48,425","7.89K","0.01%"
"25-11-2020","48,513","48,497","48,885","48,390","12.33K","-0.15%"
"24-11-2020","48,585","49,262","49,262","48,514","16.73K","-1.81%"
"23-11-2020","49,480","50,234","50,350","49,291","15.17K","-1.46%"
"20-11-2020","50,212","50,041","50,435","49,857","10.73K","0.44%"
"19-11-2020","49,992","50,200","50,200","49,720","12.67K","-0.66%"
"18-11-2020","50,325","50,600","50,646","50,053","12.96K","-0.87%"
"17-11-2020","50,766","50,800","51,029","50,703","10.09K","-0.13%"
"16-11-2020","50,830","50,931","51,015","50,150","7.83K","-0.18%"
"14-11-2020","50,922","51,015","51,080","50,870","1.00K","0.00%"
"13-11-2020","50,922","50,665","51,139","50,609","9.40K","0.64%"
"12-11-2020","50,600","50,315","50,790","50,217","11.19K","0.86%"
"11-11-2020","50,169","50,444","50,525","49,944","12.49K","-0.66%"
"10-11-2020","50,501","49,931","50,664","49,931","14.41K","1.51%"
"09-11-2020","49,748","52,270","52,520","49,500","26.54K","-4.64%"
"06-11-2020","52,167","51,912","52,450","51,711","14.87K","0.22%"
"05-11-2020","52,055","51,231","52,176","51,161","13.98K","2.43%"
"04-11-2020","50,820","51,320","51,465","50,773","14.82K","-1.51%"
"03-11-2020","51,598","50,950","51,630","50,789","10.88K","1.04%"
"02-11-2020","51,067","50,777","51,099","50,612","9.51K","0.73%"
"30-10-2020","50,699","50,465","50,870","50,353","10.54K","0.83%"
"29-10-2020","50,282","50,446","50,617","50,070","13.33K","-0.42%"
"28-10-2020","50,495","51,065","51,065","50,230","14.73K","-0.91%"
"27-10-2020","50,961","51,065","51,114","50,704","11.06K","0.06%"
"26-10-2020","50,930","50,690","51,125","50,552","11.40K","0.18%"
"23-10-2020","50,839","50,865","51,040","50,643","10.62K","0.14%"
"22-10-2020","50,766","51,199","51,199","50,535","11.85K","-1.10%"
"21-10-2020","51,333","50,950","51,454","50,915","13.37K","0.83%"
"20-10-2020","50,910","50,600","50,940","50,491","11.14K","0.44%"
"19-10-2020","50,687","50,552","50,940","50,437","9.82K","0.28%"
"16-10-2020","50,547","50,586","50,813","50,452","8.89K","-0.33%"
"15-10-2020","50,712","50,314","50,749","50,280","12.14K","0.34%"
"14-10-2020","50,542","50,369","50,740","50,270","10.79K","0.59%"
"13-10-2020","50,245","50,870","51,078","50,110","14.10K","-1.69%"
"12-10-2020","51,107","50,940","51,184","50,830","8.54K","0.57%"
"09-10-2020","50,817","50,300","50,970","50,300","11.95K","1.28%"
"08-10-2020","50,175","49,972","50,399","49,924","10.97K","0.25%"
"07-10-2020","50,048","50,270","50,361","49,880","12.47K","-0.95%"
"06-10-2020","50,526","50,468","50,982","50,445","11.18K","0.74%"
"05-10-2020","50,157","50,600","50,600","50,100","0.02K","-0.62%"
"01-10-2020","50,470","50,400","50,940","50,300","0.01K","0.13%"
"30-09-2020","50,404","50,559","50,860","50,150","0.11K","-0.55%"
"29-09-2020","50,681","50,194","50,739","50,059","0.68K","1.09%"
"28-09-2020","50,133","49,474","50,197","49,315","5.68K","0.95%"
"25-09-2020","49,659","49,826","49,900","49,380","10.62K","-0.49%"
"24-09-2020","49,904","49,400","50,050","49,248","15.56K","0.80%"
"23-09-2020","49,508","50,380","50,380","49,444","17.93K","-1.73%"
"22-09-2020","50,381","50,560","50,686","50,129","12.78K","-0.18%"
"21-09-2020","50,471","51,650","51,650","49,815","19.07K","-2.41%"
"18-09-2020","51,715","51,559","51,849","51,453","10.02K","0.51%"
"17-09-2020","51,453","51,710","51,710","51,181","12.78K","-0.72%"
"16-09-2020","51,824","51,839","52,127","51,750","11.40K","0.11%"
"15-09-2020","51,769","51,850","52,182","51,561","12.38K","0.16%"
"14-09-2020","51,687","51,599","51,847","51,334","10.65K","0.72%"
"11-09-2020","51,319","51,431","51,684","51,224","9.56K","-0.88%"
"10-09-2020","51,774","51,430","51,851","51,242","10.82K","0.72%"
"09-09-2020","51,402","51,165","51,480","50,872","12.11K","0.10%"
"08-09-2020","51,353","50,800","51,406","50,629","14.83K","0.56%"
"07-09-2020","51,065","50,801","51,200","50,680","6.72K","0.76%"
"04-09-2020","50,678","50,865","51,082","50,362","13.11K","-0.13%"
"03-09-2020","50,742","50,964","51,068","50,500","14.34K","-0.16%"
"02-09-2020","50,821","51,449","51,555","50,696","14.49K","-1.32%"
"01-09-2020","51,502","52,000","52,100","51,303","11.76K","-0.38%"
"31-08-2020","51,701","51,540","51,875","51,460","13.26K","0.49%"
"28-08-2020","51,448","50,890","51,750","50,890","16.28K","1.07%"
"27-08-2020","50,902","51,601","52,160","50,533","21.22K","-1.69%"
"26-08-2020","51,779","51,165","51,876","50,551","16.33K","1.68%"
"25-08-2020","50,924","51,350","51,533","50,820","12.49K","-0.67%"
"24-08-2020","51,269","51,860","52,232","51,160","13.93K","-1.44%"
"21-08-2020","52,016","52,160","52,409","51,239","16.22K","-0.26%"
"20-08-2020","52,151","52,550","52,550","51,721","15.61K","-0.90%"
"19-08-2020","52,622","53,450","53,493","52,302","14.80K","-1.77%"
"18-08-2020","53,571","53,415","53,999","51,800","19.28K","0.56%"
"17-08-2020","53,275","52,151","53,443","52,113","12.90K","2.01%"
"14-08-2020","52,227","52,675","52,797","51,840","14.51K","-1.33%"
"13-08-2020","52,930","52,365","53,038","51,802","14.84K","1.29%"
"12-08-2020","52,254","51,650","52,598","49,955","27.25K","0.63%"
"11-08-2020","51,929","54,750","54,750","51,712","27.98K","-5.49%"
"10-08-2020","54,946","55,049","55,449","54,861","10.97K","0.29%"
"07-08-2020","54,789","55,965","56,191","54,690","18.31K","-1.89%"
"06-08-2020","55,845","55,265","56,079","55,241","16.22K","1.16%"
"05-08-2020","55,207","54,900","55,450","54,900","0.01K","2.11%"
"04-08-2020","54,064","54,223","54,560","53,708","0.02K","0.12%"
"03-08-2020","53,997","54,194","54,199","53,564","0.08K","0.31%"
"31-07-2020","53,828","53,526","53,920","53,450","0.54K","1.30%"
"30-07-2020","53,138","53,390","53,429","52,700","3.12K","-0.09%"
"29-07-2020","53,187","52,550","53,399","52,364","13.37K","1.13%"
"28-07-2020","52,591","52,186","52,698","51,277","19.55K","0.94%"
"27-07-2020","52,101","51,749","52,220","51,657","13.40K","2.09%"
"24-07-2020","51,035","50,809","51,184","50,570","12.22K","0.66%"
"23-07-2020","50,700","50,191","50,936","50,125","16.87K","1.24%"
"22-07-2020","50,078","49,931","50,199","49,630","18.01K","1.11%"
"21-07-2020","49,527","49,078","49,579","49,036","12.61K","1.02%"
"20-07-2020","49,027","48,910","49,175","48,858","9.86K","0.12%"
"17-07-2020","48,967","48,796","49,025","48,713","10.25K","0.40%"
"16-07-2020","48,773","49,104","49,245","48,727","10.92K","-0.79%"
"15-07-2020","49,159","49,228","49,270","48,914","12.50K","-0.20%"
"14-07-2020","49,259","49,050","49,291","48,770","13.40K","0.23%"
"13-07-2020","49,148","49,046","49,265","48,915","11.66K","0.58%"
"10-07-2020","48,863","48,919","49,230","48,710","13.60K","-0.03%"
"09-07-2020","48,878","49,139","49,312","48,756","15.86K","-0.57%"
"08-07-2020","49,159","48,704","49,348","48,642","14.92K","0.74%"
"07-07-2020","48,800","48,210","48,825","48,101","15.36K","1.19%"
"06-07-2020","48,225","47,970","48,285","47,775","14.51K","0.37%"
"03-07-2020","48,046","48,053","48,190","47,950","8.76K","-0.23%"
"02-07-2020","48,158","48,174","48,273","47,606","16.48K","-0.23%"
"01-07-2020","48,267","48,814","48,982","48,051","17.22K","-1.02%"
"30-06-2020","48,762","48,270","48,825","48,180","14.23K","1.07%"
"29-06-2020","48,244","48,365","48,462","48,150","10.05K","-0.13%"
"26-06-2020","48,305","47,902","48,348","47,700","16.17K","0.76%"
"25-06-2020","47,941","48,114","48,173","47,823","12.37K","-0.40%"
"24-06-2020","48,134","48,333","48,589","48,035","17.25K","-0.20%"
"23-06-2020","48,232","47,864","48,272","47,731","13.90K","0.60%"
"22-06-2020","47,944","48,000","48,289","47,792","12.35K","0.01%"
"19-06-2020","47,937","47,399","47,980","47,328","11.46K","1.23%"
"18-06-2020","47,355","47,301","47,619","47,110","12.94K","0.04%"
